避難收容處所名稱,避難收容處所地址,經度,緯度,室內室外,可容納人數,最近測站ID,最近測站名稱,最近測站位置,周圍空氣污染指數,風險等級,最近測站距離(km),影響測站數量
菁桐市民活動中心,菁桐街65-1號,121.7262,25.0235,True,104,汐止,汐止,(新北市),40.5,low risk,9.83,32
平溪國中,靜安路二段295號,121.7336,25.0235,True,710,汐止,汐止,(新北市),40.46,low risk,10.49,32
菁桐國小,菁桐街45號,121.7266,25.0236,True,310,汐止,汐止,(新北市),40.5,low risk,9.86,32
大崗社區活動中心,忠義路二段491號,121.353653,25.023863,True,272,桃園,桃園,(桃園市),38.63,low risk,5.88,34
龍安國小,大安區新生南路3段33號,121.5348,25.0239,True,120,古亭,古亭,(臺北市),40.22,low risk,0.64,33
五權社區活動中心,14鄰中正東路二段541號,121.230923,25.023949,True,100,大園,大園,(桃園市),38.62,low risk,5.02,35
板橋國中,中正路437號,121.4542,25.024,True,1628,板橋,板橋,(新北市),40.02,low risk,1.31,33
中港國小,中港一街142號,121.4138,25.0242,True,695,新莊,新莊,(新北市),39.18,low risk,2.43,34
長庚里345號地下一樓,345號B1,121.356905,25.024279,True,200,林口,林口,(新北市),38.66,low risk,6.03,34
昌平國小,昌平街200號,121.4238,25.0243,True,635,新莊,新莊,(新北市),39.29,low risk,1.75,34
古亭國中,中正區中華路2段465號,121.5106,25.0246,True,66,永和,永和,(新北市),40.3,low risk,1.02,33
平溪市民活動中心,公園街17號2樓,121.7371,25.0247,True,106,汐止,汐止,(新北市),40.45,low risk,10.74,32
大竹國小,大竹路556號,121.258678,25.02483395,True,260,桃園,桃園,(桃園市),38.57,low risk,5.75,34
新埔國中,新海路181號,121.4597,25.0249,True,3276,板橋,板橋,(新北市),40.12,low risk,1.33,33
螢橋國小,中正區詔安街29號,121.5144,25.0249,True,63,永和,永和,(新北市),40.27,low risk,0.9,33
龍門國中,大安區建國南路2段269號,121.538,25.0249,True,300,古亭,古亭,(臺北市),40.34,low risk,0.98,33
新莊國中,中正路211號,121.4225,25.0253,True,1370,新莊,新莊,(新北市),39.27,low risk,1.73,34
平湖市民活動中心,大湖10號,121.7813,25.0256,True,71,基隆,基隆,(基隆市),40.28,low risk,11.71,32
橫峰社區活動中心,中山南路二段435號,121.213508,25.025624,True,100,大園,大園,(桃園市),38.75,low risk,4.09,35
豐年市民活動中心,豐年街57號之5,121.4283,25.0258,True,100,新莊,新莊,(新北市),39.34,low risk,1.42,34
新和國小,萬華區西藏路125巷31號,121.5033,25.026,True,79,永和,永和,(新北市),40.4,low risk,1.65,33
吳興國小,臺北市信義區松仁路226號,121.5686,25.026,True,60,松山,松山,(臺北市),40.95,low risk,2.85,33
莒光國小,莒光路163號,121.4736,25.0261,True,428,板橋,板橋,(新北市),40.29,low risk,2.1,33
汴洲里老人活動中心,桃園巿莊敬路1段71號,121.3038,25.0263,True,178,桃園,桃園,(桃園市),38.37,low risk,3.51,34
舊路社區活動中心,振興路1278巷29號-振天宮,121.36753,25.02646,True,60,林口,林口,(新北市),38.75,low risk,5.73,34
西園國小,萬華區東園街73巷23號6樓,121.4988,25.0266,True,30,永和,永和,(新北市),40.44,low risk,2.06,33
平溪國小,平溪街56號,121.7376,25.0272,True,525,汐止,汐止,(新北市),40.47,low risk,10.67,32
昭惠廟,龍門街74-1號,121.9316,25.0273,True,50,基隆,基隆,(基隆市),39.97,low risk,20.66,31
雙園國中,萬華區興義街2號,121.4927,25.0276,True,30,萬華,萬華,(臺北市),40.45,low risk,2.6,33
華江高中,萬華區西藏路213號,121.4962,25.0285,True,300,萬華,萬華,(臺北市),40.49,low risk,2.33,33
信義國中,信義區松仁路158巷1號,121.5679,25.0286,True,361,松山,松山,(臺北市),41.02,low risk,2.61,33
中正公園,同安街、中正路口,121.2925,25.0288,False,1500,桃園,桃園,(桃園市),38.42,low risk,3.99,34
江翠國中,松江街63號,121.4684,25.0289,True,2895,板橋,板橋,(新北市),40.26,low risk,2.02,33
上林國小,內平林60號,121.832,25.029,True,1309,基隆,基隆,(基隆市),40.22,low risk,13.29,31
萬華國中,萬華區西藏路201號,121.4987,25.0291,True,50,萬華,萬華,(臺北市),40.52,low risk,2.15,33
牡丹心市民活動中心,雙鳳路75號5樓,121.4431,25.0294,True,300,新莊,新莊,(新北市),39.64,low risk,1.43,34
建安國小,大安區大安路2段99號,121.5461,25.0294,True,30,古亭,古亭,(臺北市),40.69,low risk,1.93,33
文聖國小,文聖街86號,121.4772,25.0295,True,1023,板橋,板橋,(新北市),40.37,low risk,2.62,33
忠義國小,中正區中華路2段307巷17號,121.5062,25.0296,True,100,永和,永和,(新北市),40.54,low risk,1.73,33
中華區民活動中心,中華路2段291號地下室,121.5045,25.0297,True,35,永和,永和,(新北市),40.55,low risk,1.85,33
三興國小,信義區基隆路2段99號,121.558,25.0297,True,77,古亭,古亭,(臺北市),40.9,low risk,3.04,33
大安森林公園,臺北市大安區新生南路以東、信義路3段以南,121.5354,25.0301,False,47436,古亭,古亭,(臺北市),40.54,low risk,1.21,33
新生國小,大安區新生南路2段36號,121.5335,25.0304,True,35,古亭,古亭,(臺北市),40.53,low risk,1.16,33
瓊泰市民活動中心,瓊泰路85號,121.4467,25.0306,True,150,新莊,新莊,(新北市),39.81,low risk,1.65,33
大安國中,大安區大安路2段63號,121.5462,25.0307,True,274,古亭,古亭,(臺北市),40.74,low risk,2.02,33
大理高中,萬華區長順街2號,121.4913,25.0308,True,300,萬華,萬華,(臺北市),40.54,low risk,2.42,33
思賢國小,自立街229號,121.4433,25.0309,True,285,新莊,新莊,(新北市),39.64,low risk,1.34,34
雙園國小,萬華區莒光路315號,121.4975,25.0309,True,109,萬華,萬華,(臺北市),40.58,low risk,2.03,33
國語實小,中正區南海路58號,121.511,25.0309,True,49,永和,永和,(新北市),40.58,low risk,1.64,33
大理國小,萬華區艋舺大道389號,121.4938,25.0312,True,84,萬華,萬華,(臺北市),40.57,low risk,2.22,33
建國中學,中正區南海路56號,121.5122,25.0312,True,300,永和,永和,(新北市),40.59,low risk,1.63,33
金華國中,大安區新生南路2段32號,121.5331,25.0312,True,300,古亭,古亭,(臺北市),40.57,low risk,1.23,33
信義國小,信義區松勤街60號,121.5632,25.0318,True,150,松山,松山,(臺北市),41.05,low risk,2.55,33
共和社區活動中心,中山路41巷6號,121.8661,25.0318,True,100,基隆,基隆,(基隆市),40.13,low risk,15.21,31
大安高工,大安區復興南路2段52號,121.5432,25.0319,True,100,古亭,古亭,(臺北市),40.74,low risk,1.86,33
金華國小,大安區愛國東路79巷11號,121.5277,25.0322,True,56,古亭,古亭,(臺北市),40.6,low risk,1.3,33
中正國中,中正區愛國東路158號,121.5221,25.0323,True,300,古亭,古亭,(臺北市),40.61,low risk,1.5,33
江翠國小,文化路二段413號,121.4742,25.0324,True,784,板橋,板橋,(新北市),40.37,low risk,2.67,33
永春高中,信義區松山路654號,121.5786,25.0327,True,300,松山,松山,(臺北市),41.26,low risk,1.92,33
輔仁大學,中正路510號,121.4341,25.0329,True,705,新莊,新莊,(新北市),39.37,low risk,0.59,34
台北世貿一館,台北市信義區信義路五段5號,121.56234,25.033152,True,4245,松山,松山,(臺北市),41.08,low risk,2.49,33
雙溪國小,東榮街54號,121.8672,25.0334,True,1013,基隆,基隆,(基隆市),40.13,low risk,15.16,31
華江國小,萬華區環河南路2段250巷42弄2號,121.4912,25.0341,True,37,萬華,萬華,(臺北市),40.63,low risk,2.18,33
新莊國小,中正路86號,121.4417,25.0342,True,1029,新莊,新莊,(新北市),39.58,low risk,1.02,34
松山家商,信義區松山路655號,121.5801,25.0348,True,116,松山,松山,(臺北市),41.34,low risk,1.7,33
雙溪高中,梅竹蹊3號,121.8632,25.0349,True,1376,基隆,基隆,(基隆市),40.15,low risk,14.76,31
南門國小,中正區廣州街6號,121.5091,25.0352,True,30,萬華,萬華,(臺北市),40.8,low risk,1.26,33
南門國中,中正區廣州街6號,121.5091,25.0352,True,151,萬華,萬華,(臺北市),40.8,low risk,1.26,33
平林市民活動中心,外平林52號,121.849136,25.035598,True,79,基隆,基隆,(基隆市),40.19,low risk,13.74,31
龍山國小,萬華區和平西路3段235號,121.4962,25.0356,True,50,萬華,萬華,(臺北市),40.74,low risk,1.7,33
臺北市信義運動中心,松勤路100號,121.5733,25.0356,True,200,松山,松山,(臺北市),41.32,low risk,1.69,33
松德公園,臺北市信義區松德路180巷興雅國中西側,121.5733,25.0356,False,1346,松山,松山,(臺北市),41.32,low risk,1.69,33
台北市世貿三館,台北市信義區松壽路6號,121.563833,25.035701,True,1000,松山,松山,(臺北市),41.19,low risk,2.18,33
中信國小,中信街168號,121.4505,25.0358,True,1084,新莊,新莊,(新北市),39.91,low risk,1.83,33
仁愛國小,大安區安和路1段60號,121.5524,25.0358,True,53,古亭,古亭,(臺北市),41.02,low risk,2.86,33
新莊區公所,中正路176號,121.450558,25.035834,True,200,新莊,新莊,(新北市),39.91,low risk,1.83,33
新莊高中,中平路135號,121.4525,25.0359,True,933,新莊,新莊,(新北市),39.96,low risk,2.03,33
龍山國中,臺北市萬華區南寧路46號,121.5046,25.036,True,367,萬華,萬華,(臺北市),40.82,low risk,1.22,33
博愛國小,信義區松仁路95巷20號,121.5711,25.0364,True,80,松山,松山,(臺北市),41.32,low risk,1.69,33
興雅國中,信義區松德路168巷15號,121.5723,25.0364,True,151,松山,松山,(臺北市),41.33,low risk,1.64,33
私立恆毅高級中學,中正路108號,121.453731,25.036593,True,604,新莊,新莊,(新北市),40.0,low risk,2.14,33
新泰市民活動中心,建中街116巷3弄2號,121.4451,25.0369,True,250,新莊,新莊,(新北市),39.76,low risk,1.27,33
頭前國中,思源路485號,121.4564,25.037,True,2352,新莊,新莊,(新北市),40.07,low risk,2.41,33
?公國中,臺北市信義區福德街221巷15號,121.5853,25.0371,True,30,松山,松山,(臺北市),41.42,low risk,1.58,33
弘道國中,中正區公園路21號,121.5153,25.0375,True,87,萬華,萬華,(臺北市),40.92,low risk,1.24,33
仁愛國中,大安區仁愛路4段130號,121.5507,25.0375,True,125,古亭,古亭,(臺北市),41.05,low risk,2.84,33
幸安國小,大安區仁愛路3段22號,121.535,25.0376,True,200,古亭,古亭,(臺北市),40.92,low risk,1.97,33
光華國小,龍安路452號,121.4438,25.0378,True,963,新莊,新莊,(新北市),39.72,low risk,1.14,33
老松國小,臺北市萬華區桂林路64號,121.5027,25.038,True,50,萬華,萬華,(臺北市),40.9,low risk,1.08,33
北一女中,臺北市中正區重慶南路1段 165 號,121.513,25.0386,True,60,萬華,萬華,(臺北市),40.98,low risk,1.01,33
東門國小,中正區仁愛路1段2-4號,121.5209,25.0387,True,100,萬華,萬華,(臺北市),40.97,low risk,1.56,33
福德國小,信義區福德街253號,121.5865,25.0389,True,105,松山,松山,(臺北市),41.47,low risk,1.47,33
貴和市民活動中心,明志路三段365號,121.4266,25.0394,True,76,新莊,新莊,(新北市),39.26,low risk,0.62,34
財團法人臺北市東和禪寺,仁愛路一段21-33號,121.5225,25.0394,True,30,萬華,萬華,(臺北市),41.01,low risk,1.66,33
松山工農,臺北市信義區忠孝東路5段236巷15號,121.572,25.0398,True,50,松山,松山,(臺北市),41.45,low risk,1.32,33
光復國小,臺北市信義區光復南路271號,121.5578,25.0402,True,40,松山,松山,(臺北市),41.24,low risk,2.36,33
舊庄國小,舊莊街一段100號,121.61735,25.040245,True,92,汐止,汐止,(新北市),41.23,low risk,3.73,33
二二八和平公園,臺北市中正區-凱達格蘭大道3號,121.5156,25.0403,False,7909,萬華,萬華,(臺北市),41.07,low risk,1.03,33
懷生國中,大安區忠孝東路3段248巷30號,121.5412,25.0403,True,300,古亭,古亭,(臺北市),41.07,low risk,2.48,33
南上社區活動中心,民生北路一段356巷386-1號,121.300096,25.040457,True,60,桃園,桃園,(桃園市),38.53,low risk,5.11,34
南興公園,南順二街,121.287732,25.04135998,False,0,桃園,桃園,(桃園市),38.58,low risk,5.47,34
明志科技大學,工專路84號,121.4206,25.0417,True,1803,新莊,新莊,(新北市),39.25,low risk,1.27,34
中港第一市民活動中心,中港路172號,121.455157,25.041825,True,75,新莊,新莊,(新北市),40.06,low risk,2.32,33
老人文康活動中心,十分街66巷1號,121.775807,25.04193,True,127,基隆,基隆,(基隆市),40.37,low risk,9.83,32
全安市民活動中心,新莊路527號,121.4565,25.0423,True,200,新莊,新莊,(新北市),40.1,low risk,2.47,33
龍騰活動中心,4鄰外庄10號,121.533012,25.042385,True,20,中山,中山,(臺北市),41.15,low risk,2.32,33
雙潭活動中心,2鄰雙連潭40-1號,121.533012,25.042385,True,20,中山,中山,(臺北市),41.15,low risk,2.32,33
鯉魚潭活動中心室內,鯉魚口2鄰47-2號,121.533012,25.042385,True,50,中山,中山,(臺北市),41.15,low risk,2.32,33
建中國民小學活動中心室內,6鄰廣盛80號,121.533012,25.042385,True,50,中山,中山,(臺北市),41.15,low risk,2.32,33
西湖村活動中心室內,4鄰上湖64號,121.533012,25.042385,True,50,中山,中山,(臺北市),41.15,low risk,2.32,33
上?里民眾活動中心,4鄰62-7號,121.533012,25.042385,True,50,中山,中山,(臺北市),41.15,low risk,2.32,33
銅鏡社區活動中心,1鄰小銅鑼圈9之11號,121.533012,25.042385,True,50,中山,中山,(臺北市),41.15,low risk,2.32,33
西湖村活動中心室外,4鄰上湖64號,121.533012,25.042385,True,150,中山,中山,(臺北市),41.15,low risk,2.32,33
鯉魚潭村活動中心室外,1鄰鯉魚口10-1號,121.533012,25.042385,True,150,中山,中山,(臺北市),41.15,low risk,2.32,33
建中國民小學操場室外,6鄰廣盛80號,121.533012,25.042385,True,300,中山,中山,(臺北市),41.15,low risk,2.32,33
苑裡鎮立托兒所,10鄰110-1號2樓,121.533012,25.042385,True,300,中山,中山,(臺北市),41.15,low risk,2.32,33
苑裡鎮老人文康中心,13鄰興隆2-1號,121.533012,25.042385,True,300,中山,中山,(臺北市),41.15,low risk,2.32,33
苑裡鎮苑東苑南苑北社區聯合活動中,13鄰中山路312號,121.533012,25.042385,True,500,中山,中山,(臺北市),41.15,low risk,2.32,33
苗栗縣立苑裡高中操場,1鄰2號,121.533012,25.042385,False,1000,中山,中山,(臺北市),41.15,low risk,2.32,33
山腳國小田徑場,10鄰47號,121.533012,25.042385,False,1000,中山,中山,(臺北市),41.15,low risk,2.32,33
苑裡鎮中山國小操場,51-1號,121.533012,25.042385,False,1000,中山,中山,(臺北市),41.15,low risk,2.32,33
苑裡鎮立體育場,中正路10鄰1段32號鎮立游泳池旁,121.533012,25.042385,False,2000,中山,中山,(臺北市),41.15,low risk,2.32,33
綺湖社區活動中心,綺湖96號,121.533012,25.042385,True,78,中山,中山,(臺北市),41.15,low risk,2.32,33
大有市民活動中心,插角25-1號,121.533012,25.042385,True,148,中山,中山,(臺北市),41.15,low risk,2.32,33
豐珠國中小活動中心,雞母嶺街6-6號,121.533012,25.042385,True,369,中山,中山,(臺北市),41.15,low risk,2.32,33
大林鎮公所,中興路二段239號,121.533012,25.042385,True,50,中山,中山,(臺北市),41.15,low risk,2.32,33
西興村活動中心前廣場,菜瓜坪4號之1,121.533012,25.042385,True,50,中山,中山,(臺北市),41.15,low risk,2.32,33
大埔鄉公所,54號,121.533012,25.042385,True,50,中山,中山,(臺北市),41.15,low risk,2.32,33
文光國際英語村[室內],外埔5號,121.533012,25.042385,True,80,中山,中山,(臺北市),41.15,low risk,2.32,33
嘉義縣竹崎鄉灣橋村朴子埔收容所暨防災物資整備所,4鄰朴子埔32號之2,121.533012,25.042385,True,90,中山,中山,(臺北市),41.15,low risk,2.32,33
溪口國中室外,中正東路103號,121.533012,25.042385,False,300,中山,中山,(臺北市),41.15,low risk,2.32,33
竹園國小室外,69號,121.533012,25.042385,False,400,中山,中山,(臺北市),41.15,low risk,2.32,33
後塘國小室外,毛蟹行11號,121.533012,25.042385,False,500,中山,中山,(臺北市),41.15,low risk,2.32,33
老人文康活動中心,彰化縣永靖鄉永社路266號,121.533012,25.042385,True,50,中山,中山,(臺北市),41.15,low risk,2.32,33
永靖鄉立托兒所,彰化縣永靖鄉永社路267號,121.533012,25.042385,True,200,中山,中山,(臺北市),41.15,low risk,2.32,33
梧棲國小活動中心,民生街15之89巷1號,121.533012,25.042385,True,200,中山,中山,(臺北市),41.15,low risk,2.32,33
樟原社區活動中心,1鄰6號,121.533012,25.042385,True,40,中山,中山,(臺北市),41.15,low risk,2.32,33
三間社區活動中心,7鄰11號,121.533012,25.042385,True,80,中山,中山,(臺北市),41.15,low risk,2.32,33
三間村南溪國小,南溪16鄰5-7號,121.533012,25.042385,True,180,中山,中山,(臺北市),41.15,low risk,2.32,33
同義宮,口埤7號,121.533012,25.042385,True,150,中山,中山,(臺北市),41.15,low risk,2.32,33
新化區聯合活動中心,民生路269號,121.533012,25.042385,True,490,中山,中山,(臺北市),41.15,low risk,2.32,33
成功高中,臺北市中正區濟南路1段71號,121.5238,25.0424,True,30,萬華,萬華,(臺北市),41.17,low risk,1.66,33
胡適國小,南港區舊莊街1段1號,121.6172,25.0424,True,30,汐止,汐止,(新北市),41.26,low risk,3.56,33
丹鳳高中,龍安路72號,121.4444,25.0426,True,1337,新莊,新莊,(新北市),39.77,low risk,1.3,33
明志國小,新生路2號,121.4317,25.043,True,1024,新莊,新莊,(新北市),39.43,low risk,0.56,33
永吉國小,信義區松山路287巷5號,121.5791,25.043,True,53,松山,松山,(臺北市),41.65,low risk,0.78,33
